"game_date","game_id","team_home","team_away","period","clock","secs_game","event_num","msg_type","act_type","team_abb","poss_team","poss_home","poss_away","description","action_type","sub_type","and1","total_fta","team_ft","player_ft","player1_name","event_pts","score_home","score_away","poss_number","margin_start_poss","start_poss","pts_poss","ids_lineup_off","names_lineup_off","ids_lineup_def","names_lineup_def","garbage_time","id_player_off_pg","id_player_off_sg","id_player_off_sf","id_player_off_pf","id_player_off_c","id_player_def_pg","id_player_def_sg","id_player_def_sf","id_player_def_pf","id_player_def_c"
2026-04-19,"0042500111","BOS","PHI",4,"05:54.00",2526,608,2,80,"BOS","BOS",1,0,"MISS S. Hauser 25' step back 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1630573 Sam Hauser",0,110,80,24,NA,"06:14.00",0,"1629674, 1630202, 1630573, 1631248, 1641775","Neemias Queta, Payton Pritchard, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",0,1630202,1631248,1641775,1630573,1629674,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"05:52.00",2528,609,4,0,"PHI","PHI",0,0,"TEAM defensive REBOUND","rebound","defensive",NA,NA,NA,NA,NA,0,110,80,25,-30,"05:52.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1629674, 1630202, 1630573, 1631248, 1641775","Neemias Queta, Payton Pritchard, Sam Hauser, Baylor Scheierman, Jordan Walsh",0,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1629674
2026-04-19,"0042500111","BOS","PHI",4,"05:52.00",2528,610,6,3,"BOS","PHI",0,0,"N. Queta loose ball personal FOUL (5 PF)","foul","personal",NA,NA,NA,NA,"1629674 Neemias Queta",0,110,80,25,NA,"05:52.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1629674, 1630202, 1630573, 1631248, 1641775","Neemias Queta, Payton Pritchard, Sam Hauser, Baylor Scheierman, Jordan Walsh",0,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1629674
2026-04-19,"0042500111","BOS","PHI",4,"05:33.00",2547,614,1,101,"PHI","PHI",0,1,"J. Edwards 11' driving floating Jump Shot (7 PTS)","2pt","Jump Shot",NA,NA,NA,NA,"1642348 Justin Edwards",2,110,82,25,NA,"05:52.00",2,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"05:11.00",2569,615,2,1,"BOS","BOS",1,0,"MISS J. Walsh 26' 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1641775 Jordan Walsh",0,110,82,26,28,"05:33.00",0,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"05:09.00",2571,616,4,0,"PHI","PHI",0,0,"D. Terry REBOUND (Off:0 Def:1)","rebound","defensive",NA,NA,NA,NA,"1631207 Dalen Terry",0,110,82,27,-28,"05:09.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"05:03.00",2577,617,2,41,"PHI","PHI",0,1,"MISS T. Watford running Layup","2pt","Layup",NA,NA,NA,NA,"1630570 Trendon Watford",0,110,82,27,NA,"05:09.00",0,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"05:02.00",2578,618,4,0,"BOS","BOS",0,0,"S. Hauser REBOUND (Off:1 Def:5)","rebound","defensive",NA,NA,NA,NA,"1630573 Sam Hauser",0,110,82,28,28,"05:02.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:56.00",2584,619,6,2,"PHI","BOS",1,0,"J. Edwards shooting personal FOUL (2 PF) (Garza 2 FT)","foul","personal",NA,2,"BOS","1630568 Luka Garza","1642348 Justin Edwards",0,110,82,28,NA,"05:02.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:56.00",2584,621,3,11,"BOS","BOS",0,0,"L. Garza Free Throw 1 of 2 (6 PTS)","freethrow","1 of 2",NA,NA,NA,NA,"1630568 Luka Garza",1,111,82,28,NA,"05:02.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:56.00",2584,623,7,1,"BOS","BOS",0,0,"TEAM delay-of-game VIOLATION","violation","delay-of-game",NA,NA,NA,NA,NA,0,111,82,28,NA,"05:02.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:56.00",2584,624,3,12,"BOS","BOS",0,0,"L. Garza Free Throw 2 of 2 (7 PTS)","freethrow","2 of 2",NA,NA,NA,NA,"1630568 Luka Garza",1,112,82,28,NA,"05:02.00",2,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:44.00",2596,625,2,63,"PHI","PHI",0,1,"MISS Q. Grimes 13' fadeaway Shot","2pt","Jump Shot",NA,NA,NA,NA,"1629656 Quentin Grimes",0,112,82,29,-30,"04:56.00",0,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:42.00",2598,626,4,0,"BOS","BOS",0,0,"P. Pritchard REBOUND (Off:0 Def:3)","rebound","defensive",NA,NA,NA,NA,"1630202 Payton Pritchard",0,112,82,30,30,"04:42.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:36.00",2604,627,5,45,"BOS","BOS",1,0,"P. Pritchard bad pass out-of-bounds TURNOVER (2 TO)","turnover","out-of-bounds",NA,NA,NA,NA,"1630202 Payton Pritchard",0,112,82,30,NA,"04:42.00",0,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:23.00",2617,628,2,101,"PHI","PHI",0,1,"MISS D. Terry 6' driving floating Shot","2pt","Jump Shot",NA,NA,NA,NA,"1631207 Dalen Terry",0,112,82,31,-30,"04:36.00",0,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:22.00",2618,629,4,0,"BOS","BOS",0,0,"S. Hauser REBOUND (Off:1 Def:6)","rebound","defensive",NA,NA,NA,NA,"1630573 Sam Hauser",0,112,82,32,30,"04:22.00",NA,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:16.00",2624,630,2,41,"BOS","BOS",1,0,"MISS J. Walsh running Layup","2pt","Layup",NA,NA,NA,NA,"1641775 Jordan Walsh",0,112,82,32,NA,"04:22.00",0,"1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards",1,1630202,1631248,1641775,1630573,1630568,1629656,1631207,1642348,1630570,1641737
2026-04-19,"0042500111","BOS","PHI",4,"04:14.00",2626,631,4,0,"PHI","PHI",0,0,"T. Watford REBOUND (Off:0 Def:1)","rebound","defensive",NA,NA,NA,NA,"1630570 Trendon Watford",0,112,82,33,-30,"04:14.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:10.00",2630,632,6,2,"BOS","PHI",0,1,"S. Hauser shooting personal FOUL (2 PF) (Terry 2 FT)","foul","personal",NA,2,"PHI","1631207 Dalen Terry","1630573 Sam Hauser",0,112,82,33,NA,"04:14.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:10.00",2630,634,3,11,"PHI","PHI",0,0,"MISS D. Terry Free Throw 1 of 2","freethrow","1 of 2",NA,NA,NA,NA,"1631207 Dalen Terry",0,112,82,33,NA,"04:14.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:10.00",2630,635,4,1,"PHI","PHI",0,0,"TEAM offensive REBOUND","rebound","offensive",NA,NA,NA,NA,NA,0,112,82,33,NA,"04:14.00",NA,"1629656, 1630570, 1631207, 1641737, 1642348","Quentin Grimes, Trendon Watford, Dalen Terry, Adem Bona, Justin Edwards","1630202, 1630568, 1630573, 1631248, 1641775","Payton Pritchard, Luka Garza, Sam Hauser, Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1642348,1630570,1641737,1630202,1631248,1641775,1630573,1630568
2026-04-19,"0042500111","BOS","PHI",4,"04:10.00",2630,642,3,12,"PHI","PHI",0,0,"D. Terry Free Throw 2 of 2 (1 PTS)","freethrow","2 of 2",NA,NA,NA,NA,"1631207 Dalen Terry",1,112,83,33,NA,"04:14.00",1,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"03:57.00",2643,643,1,1,"BOS","BOS",1,0,"J. Walsh 24' 3PT  (5 PTS) (P. Pritchard 6 AST)","3pt","Jump Shot",NA,NA,NA,NA,"1641775 Jordan Walsh",3,115,83,34,29,"04:10.00",3,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"03:41.00",2659,645,2,1,"PHI","PHI",0,1,"MISS D. Terry 26' 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1631207 Dalen Terry",0,115,83,35,-32,"03:57.00",0,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"03:39.00",2661,646,4,0,"BOS","BOS",0,0,"B. Scheierman REBOUND (Off:0 Def:2)","rebound","defensive",NA,NA,NA,NA,"1631248 Baylor Scheierman",0,115,83,36,32,"03:39.00",NA,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"03:23.00",2677,647,2,80,"BOS","BOS",1,0,"MISS P. Pritchard 25' step back 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1630202 Payton Pritchard",0,115,83,36,NA,"03:39.00",0,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"03:22.00",2678,648,4,0,"PHI","PHI",0,0,"J. Walker REBOUND (Off:0 Def:1)","rebound","defensive",NA,NA,NA,NA,"1631133 Jabari Walker",0,115,83,37,-32,"03:22.00",NA,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"03:11.00",2689,649,1,44,"PHI","PHI",0,1,"D. Barlow reverse Layup (4 PTS) (D. Terry 1 AST)","2pt","Layup",NA,NA,NA,NA,"1631230 Dominick Barlow",2,115,85,37,NA,"03:22.00",2,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"02:52.00",2708,651,1,73,"BOS","BOS",1,0,"R. Harper Jr. driving reverse Layup (2 PTS)","2pt","Layup",NA,NA,NA,NA,"1631199 Ron Harper Jr.",2,117,85,38,30,"03:11.00",2,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"02:42.00",2718,652,2,6,"PHI","PHI",0,1,"MISS D. Barlow driving Layup","2pt","Layup",NA,NA,NA,NA,"1631230 Dominick Barlow",0,117,85,39,-32,"02:52.00",0,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"02:41.00",2719,653,4,0,"BOS","BOS",0,0,"J. Walsh REBOUND (Off:0 Def:1)","rebound","defensive",NA,NA,NA,NA,"1641775 Jordan Walsh",0,117,85,40,32,"02:41.00",NA,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"02:32.00",2728,654,1,1,"BOS","BOS",1,0,"R. Harper Jr. 3PT  (5 PTS) (J. Walsh 1 AST)","3pt","Jump Shot",NA,NA,NA,NA,"1631199 Ron Harper Jr.",3,120,85,40,NA,"02:41.00",3,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"02:15.00",2745,656,1,101,"PHI","PHI",0,1,"T. Watford driving floating Jump Shot (2 PTS)","2pt","Jump Shot",NA,NA,NA,NA,"1630570 Trendon Watford",2,120,87,41,-35,"02:32.00",2,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"01:54.00",2766,657,2,1,"BOS","BOS",1,0,"MISS B. Scheierman 30' 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1631248 Baylor Scheierman",0,120,87,42,33,"02:15.00",0,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"01:52.00",2768,658,4,0,"PHI","PHI",0,0,"Q. Grimes REBOUND (Off:0 Def:4)","rebound","defensive",NA,NA,NA,NA,"1629656 Quentin Grimes",0,120,87,43,-33,"01:52.00",NA,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"01:43.00",2777,659,1,6,"PHI","PHI",0,1,"T. Watford driving Layup (4 PTS)","2pt","Layup",NA,NA,NA,NA,"1630570 Trendon Watford",2,120,89,43,NA,"01:52.00",2,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"01:30.00",2790,660,2,1,"BOS","BOS",1,0,"MISS L. Garza 26' 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1630568 Luka Garza",0,120,89,44,31,"01:43.00",0,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"01:28.00",2792,661,4,0,"PHI","PHI",0,0,"D. Terry REBOUND (Off:0 Def:2)","rebound","defensive",NA,NA,NA,NA,"1631207 Dalen Terry",0,120,89,45,-31,"01:28.00",NA,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"01:23.00",2797,662,1,41,"PHI","PHI",0,1,"T. Watford running Layup (6 PTS) (D. Terry 2 AST)","2pt","Layup",NA,NA,NA,NA,"1630570 Trendon Watford",2,120,91,45,NA,"01:28.00",2,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"01:02.00",2818,664,2,1,"BOS","BOS",1,0,"MISS B. Scheierman 33' 3PT","3pt","Jump Shot",NA,NA,NA,NA,"1631248 Baylor Scheierman",0,120,91,46,29,"01:23.00",0,"1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1630202,1631248,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"01:01.00",2819,665,4,0,"PHI","PHI",0,0,"TEAM defensive REBOUND","rebound","defensive",NA,NA,NA,NA,NA,0,120,91,47,-29,"01:01.00",NA,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630202, 1630568, 1631199, 1631248, 1641775","Payton Pritchard, Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh",1,1631207,1629656,1631133,1630570,1631230,1630202,1631199,1631248,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"00:49.80",2830.2,670,2,108,"PHI","PHI",0,1,"MISS D. Barlow cutting DUNK - blocked","2pt","DUNK",NA,NA,NA,NA,"1631230 Dominick Barlow",0,120,91,47,NA,"01:01.00",0,"1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow","1630568, 1631199, 1631248, 1641775, 1642864","Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh, Hugo González",1,1631207,1629656,1631133,1630570,1631230,1631199,1631248,1642864,1641775,1630568
2026-04-19,"0042500111","BOS","PHI",4,"00:49.80",2830.2,671,92,0,"BOS","BOS",0,0,"H. González BLOCK (1 BLK)","block",NA,NA,NA,NA,NA,"1642864 Hugo González",0,120,91,48,29,"01:01.00",NA,"1630568, 1631199, 1631248, 1641775, 1642864","Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh, Hugo González","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1631248,1642864,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
2026-04-19,"0042500111","BOS","PHI",4,"00:48.80",2831.2,672,4,0,"BOS","BOS",0,0,"J. Walsh REBOUND (Off:0 Def:2)","rebound","defensive",NA,NA,NA,NA,"1641775 Jordan Walsh",0,120,91,48,NA,"00:48.80",NA,"1630568, 1631199, 1631248, 1641775, 1642864","Luka Garza, Ron Harper Jr., Baylor Scheierman, Jordan Walsh, Hugo González","1629656, 1630570, 1631133, 1631207, 1631230","Quentin Grimes, Trendon Watford, Jabari Walker, Dalen Terry, Dominick Barlow",1,1631248,1642864,1631199,1641775,1630568,1629656,1631207,1630570,1631230,1631133
